45,'Due','2025-01-26','2025-03-03','Expired','2024-11-21','2025-02-27','Partial',99.9,'High Risk',0,'Resolved','Andrew Sanders','(349)458-3552x043','001-369-936-6903x3749','2025-02-15','2025-03-10','Fail','Completed','Implemented','Validated','Electronic','VS637893','V6418'
46,'Up to Date','2024-12-22','2025-03-03','Due','2025-01-09','2025-07-24','Complete',54.0,'Medium Risk',0,'Pending','Heidi Davis','001-650-771-8793x03138','(385)883-3600x184','2025-01-29','2025-02-27','Pass','Completed','Implemented','In Process','Manual','VS747009','V4742'
47,'Overdue','2025-02-07','2025-05-13','Due','2024-12-16','2025-03-03','Complete',0.6,'Medium Risk',5,'Pending','James Johnston','954-715-7653x9564','(343)636-3715x531','2025-01-26','2025-02-21','Pass','None Required','Under Review','Failed','Manual','VS706874','V2173'
48,'Overdue','2025-02-10','2025-05-10','Valid','2024-10-04','2025-06-27','Missing',54.8,'Medium Risk',2,'Escalated','Sarah Oconnor','4795611314','001-934-999-2530x0088','2025-02-15','2025-03-18','Pass','Completed','Planned','Validated','Manual','VS854151','V3150'
49,'Overdue','2025-01-25','2025-04-24','Expired','2024-10-14','2025-06-27','Missing',14.6,'High Risk',1,'Resolved','Aaron Waters','473-878-2381x00368','321.217.5701','2025-01-22','2025-03-13','Fail','None Required','Planned','Failed','Hybrid','VS924878','V7812'
50,'Due','2025-01-12','2025-03-17','Expired','2024-11-13','2025-04-28','Complete',44.1,'Low Risk',2,'Pending','Angel Miller','834.678.6640x2329','+1-802-596-8114x64568','2025-02-07','2025-03-09','Pass','Completed','Under Review','In Process','Manual','VS939078','V1207'
51,'Overdue','2024-12-01','2025-03-22','Valid','2024-09-13','2025-04-25','Complete',84.3,'Low Risk',1,'Resolved','Candace Nelson','(578)622-0301','001-460-344-7440','2025-01-22','2025-03-17','Pass','None Required','Planned','Failed','Manual','VS124785','V5972'
52,'Overdue','2024-12-31','2025-03-14','Expired','2024-09-20','2025-04-11','Complete',33.4,'High Risk',5,'Resolved','Jennifer Hawkins','+1-677-508-7079x23003','(981)536-1058x624','2025-02-04','2025-03-12','Conditional','None Required','Implemented','Failed','Electronic','VS372178','V2467'
53,'Due','2024-12-18','2025-02-24','Valid','2024-12-14','2025-03-29','Missing',97.9,'High Risk',0,'Escalated','Tyler Beck','(520)801-7640x133','843-787-6373x4894','2025-02-08','2025-03-16','Fail','None Required','Implemented','Failed','Electronic','VS120493','V1625'
54,'Due','2024-12-20','2025-04-25','Expired','2024-09-14','2025-07-30','Complete',39.4,'Medium Risk',1,'Pending','Susan Carter','8065338979','547-289-5428','2025-01-22','2025-03-15','Fail','Pending','Under Review','Validated','Hybrid','VS401870','V8463'
55,'Overdue','2025-01-18','2025-04-16','Valid','2024-12-09','2025-04-11','Partial',12.6,'Medium Risk',3,'Pending','Cynthia Williams','980.933.8927','5452162084','2025-02-07','2025-02-28','Fail','Pending','Planned','Failed','Manual','VS738323','V5524'
56,'Overdue','2024-12-31','2025-02-23','Valid','2024-12-22','2025-04-09','Missing',93.4,'High Risk',4,'Escalated','Daniel Watson','(727)259-1199x5169','4058617454','2025-02-18','2025-03-11','Conditional','None Required','Planned','In Process','Electronic','VS340698','V9279'
57,'Up to Date','2025-01-22','2025-05-20','Valid','2024-11-21','2025-06-18','Missing',97.8,'Medium Risk',5,'Pending','Andrew Wells','363.603.2820x24631','+1-608-531-5946x80279','2025-02-03','2025-03-21','Fail','Completed','Under Review','In Process','Manual','VS834148','V3619'
58,'Overdue','2025-01-24','2025-02-20','Expired','2025-02-18','2025-08-11','Complete',25.3,'Low Risk',1,'Escalated','Susan Hawkins','001-945-696-9704','(637)924-5120x4376','2025-01-20','2025-03-06','Fail','None Required','Planned','Validated','Hybrid','VS116114','V6810'
59,'Up to Date','2024-12-06','2025-03-29','Expired','2024-11-29','2025-04-12','Complete',3.1,'Medium Risk',5,'Escalated','Daniel Bernard','203.422.1623x102','+1-511-725-9916x43758','2025-02-09','2025-03-13','Conditional','Completed','Planned','In Process','Manual','VS641124','V9825'
60,'Up to Date','2025-01-26','2025-04-20','Valid','2025-02-14','2025-06-06','Complete',27.5,'Low Risk',1,'Pending','Brian Williams','001-714-486-6231x81141','(364)863-7284x9165','2025-01-30','2025-02-27','Conditional','Completed','Planned','Validated','Manual','VS122057','V4009'
61,'Due','2025-01-23','2025-04-15','Due','2024-11-09','2025-03-29','Missing',0.8,'Low Risk',0,'Escalated','Don Lopez','(342)497-4281x04061','658-360-3682x04598','2025-02-17','2025-03-03','Fail','None Required','Under Review','Failed','Manual','VS121615','V3378'
62,'Overdue','2025-01-12','2025-04-23','Expired','2024-09-14','2025-05-25','Missing',62.8,'High Risk',2,'Pending','Kathleen Flores','779-839-6180x0070','454.786.0781x10410','2025-01-30','2025-02-26','Pass','None Required','Planned','Validated','Manual','VS241927','V3796'
63,'Overdue','2025-01-30','2025-03-16','Valid','2024-10-05','2025-03-19','Partial',79.7,'Low Risk',2,'Resolved','James Wood','+1-204-613-6700x368','893-213-1611x6408','2025-02-12','2025-03-09','Fail','Completed','Implemented','In Process','Hybrid','VS353215','V1795'
64,'Due','2025-01-09','2025-05-05','Due','2024-12-19','2025-07-09','Partial',32.8,'Low Risk',1,'Pending','Alfred Wise','881-683-6276x585','844.904.7193x1089','2025-01-25','2025-02-26','Pass','None Required','Under Review','In Process','Hybrid','VS294463','V3347'
65,'Up to Date','2024-12-08','2025-03-05','Expired','2024-08-23','2025-05-25','Partial',62.3,'Medium Risk',1,'Escalated','Ana Smith DVM','443.596.7717','809-376-3795','2025-02-12','2025-02-21','Pass','None Required','Under Review','Failed','Manual','VS535880','V1313'
66,'Due','2024-12-19','2025-02-25','Due','2024-12-26','2025-05-13','Missing',3.5,'Low Risk',1,'Resolved','Jacob Bates','978.372.9351x72446','+1-773-476-5499','2025-02-19','2025-03-04','Fail','None Required','Planned','In Process','Electronic','VS806464','V6950'
67,'Up to Date','2025-01-26','2025-03-19','Due','2024-12-20','2025-02-24','Partial',83.0,'Low Risk',5,'Pending','Sean Meadows','+1-485-702-7536x5846','509-201-0064x301','2025-02-09','2025-03-18','Conditional','Pending','Implemented','In Process','Hybrid','VS993249','V2030'
68,'Up to Date','2025-02-16','2025-05-07','Valid','2024-12-17','2025-05-09','Partial',7.2,'Medium Risk',1,'Resolved','Meredith Strickland','+1-584-463-4414','(630)499-5416','2025-02-04','2025-02-28','Conditional','Pending','Under Review','In Process','Manual','VS409384','V6413'
69,'Overdue','2024-12-14','2025-02-26','Due','2024-11-08','2025-07-20','Complete',2.7,'Low Risk',2,'Resolved','Mary Kelly','790.557.2953x08286','9662297608','2025-02-12','2025-03-20','Conditional','None Required','Under Review','Failed','Hybrid','VS327248','V6920'
70,'Due','2025-01-06','2025-03-29','Valid','2024-12-29','2025-07-02','Complete',67.7,'High Risk',4,'Escalated','Nicholas Harper','(717)929-6160','540-303-0506','2025-01-21','2025-02-20','Pass','Completed','Implemented','In Process','Manual','VS950618','V3871'
71,'Due','2025-01-24','2025-03-15','Valid','2024-12-01','2025-05-28','Missing',52.8,'Low Risk',5,'Escalated','Angela Wright','(557)913-8327','001-241-467-0155','2025-02-18','2025-03-15','Fail','Pending','Implemented','Validated','Hybrid','VS410384','V9895'
72,'Overdue','2025-01-03','2025-05-07','Expired','2024-12-20','2025-05-10','Missing',44.4,'High Risk',4,'Pending','Robin Rojas','001-826-566-7411x001','2513778777','2025-02-02','2025-03-01','Conditional','Completed','Planned','Validated','Electronic','VS189046','V7224'
73,'Up to Date','2025-01-27','2025-03-13','Expired','2025-01-07','2025-05-06','Complete',22.3,'High Risk',5,'Resolved','Jake Hansen','804.625.6482x638','001-210-845-5816x99581','2025-02-02','2025-02-28','Pass','Completed','Planned','Failed','Electronic','VS295482','V4217'
74,'Overdue','2025-02-11','2025-04-16','Due','2024-10-09','2025-06-13','Missing',90.1,'High Risk',1,'Pending','Rachel Jensen','6855699645','+1-487-375-0869','2025-01-28','2025-03-19','Fail','None Required','Implemented','Validated','Hybrid','VS283365','V6395'
75,'Overdue','2025-02-13','2025-05-14','Valid','2024-10-05','2025-04-24','Partial',53.5,'Low Risk',2,'Pending','Amy Williams','540.616.0439x415','275-971-0372','2025-01-25','2025-03-12','Conditional','Completed','Implemented','Failed','Manual','VS708525','V1479'
76,'Due','2024-12-14','2025-05-16','Due','2024-10-13','2025-07-15','Missing',24.8,'Low Risk',3,'Resolved','Michael Jimenez','(749)340-2491x773','(963)680-7572','2025-02-06','2025-03-19','Conditional','Completed','Under Review','Failed','Hybrid','VS553349','V2556'
77,'Up to Date','2025-01-16','2025-05-10','Valid','2024-11-08','2025-05-28','Missing',82.0,'High Risk',5,'Resolved','Lisa Lopez','001-380-537-7935','581.646.5766x34240','2025-01-29','2025-02-20','Fail','None Required','Planned','In Process','Electronic','VS921991','V7619'
78,'Due','2025-01-31','2025-05-09','Valid','2024-10-08','2025-08-02','Complete',33.4,'Medium Risk',2,'Pending','Jordan Henderson','001-927-793-0376','205-314-7674','2025-02-11','2025-02-27','Conditional','Completed','Implemented','In Process','Electronic','VS523393','V6917'
79,'Due','2024-12-07','2025-02-20','Due','2025-02-15','2025-08-02','Missing',48.0,'High Risk',0,'Escalated','Justin Camacho','971-634-0917x8213','972-969-0633','2025-01-30','2025-03-09','Pass','Pending','Implemented','Failed','Electronic','VS709799','V7497'
80,'Due','2025-02-16','2025-03-03','Due','2024-10-21','2025-03-10','Partial',68.2,'Low Risk',0,'Escalated','David Jones DVM','448.863.3536','001-927-511-8889','2025-02-03','2025-03-03','Pass','Completed','Planned','In Process','Electronic','VS400245','V9855'
81,'Up to Date','2024-11-26','2025-04-29','Expired','2024-11-11','2025-05-27','Partial',81.4,'Low Risk',0,'Pending','Laurie Gutierrez','295-298-6160x8169','+1-827-395-8101x28733','2025-02-05','2025-02-25','Pass','Completed','Under Review','In Process','Manual','VS968659','V9687'
82,'Overdue','2024-12-01','2025-05-14','Expired','2024-10-05','2025-03-18','Partial',10.2,'Medium Risk',1,'Pending','Joseph Brown','+1-428-701-4777x386','(280)652-9872x72066','2025-02-07','2025-03-06','Pass','Pending','Under Review','In Process','Manual','VS934901','V5703'
83,'Up to Date','2025-02-10','2025-03-05','Due','2024-08-23','2025-03-26','Complete',22.0,'Low Risk',0,'Resolved','Patrick Williams','296-961-5485x703','936-688-1829','2025-02-14','2025-02-28','Fail','Completed','Implemented','Failed','Hybrid','VS827524','V4439'
84,'Up to Date','2024-12-05','2025-02-26','Due','2025-02-02','2025-06-04','Partial',63.6,'Low Risk',1,'Pending','Anthony Wagner','(758)839-4833x69793','357-576-5883','2025-02-03','2025-03-07','Pass','None Required','Under Review','Failed','Manual','VS568867','V9714'
85,'Due','2025-02-06','2025-03-20','Expired','2025-01-23','2025-04-07','Complete',43.1,'High Risk',4,'Resolved','John Collins','001-539-850-1128x48326','8377638756','2025-01-30','2025-03-04','Pass','Completed','Planned','Failed','Electronic','VS702292','V3038'
86,'Up to Date','2024-11-30','2025-04-22','Valid','2025-01-07','2025-05-30','Missing',32.9,'High Risk',5,'Escalated','James Calderon','9162125977','786-499-7993x456','2025-01-20','2025-02-20','Pass','Completed','Planned','Failed','Hybrid','VS790005','V7419'
87,'Due','2024-11-30','2025-04-07','Expired','2025-01-06','2025-03-22','Missing',46.1,'High Risk',0,'Pending','Brandon Sims','706-809-9032x6771','3894159708','2025-02-04','2025-03-07','Fail','None Required','Implemented','In Process','Manual','VS674620','V5115'
89,'Overdue','2025-01-09','2025-03-21','Due','2024-10-25','2025-06-10','Missing',88.9,'High Risk',4,'Pending','Brad Kane','+1-786-861-2501x72641','(993)392-9173','2025-01-22','2025-03-11','Fail','Pending','Implemented','Failed','Electronic','VS229072','V9291'
90,'Overdue','2025-02-15','2025-05-12','Expired','2024-11-04','2025-03-16','Partial',17.7,'Medium Risk',1,'Escalated','Gwendolyn Miller','(555)459-4915','+1-272-403-8474x86456','2025-02-16','2025-02-28','Pass','Pending','Implemented','Validated','Hybrid','VS796234','V3699'
91,'Due','2025-01-27','2025-04-20','Due','2024-10-19','2025-06-10','Partial',15.8,'Medium Risk',3,'Pending','Michelle Singh','819-678-4381x1269','892.945.8306x316','2025-02-15','2025-02-27','Fail','Completed','Planned','Validated','Hybrid','VS627944','V2511'
92,'Up to Date','2025-01-16','2025-03-14','Valid','2024-11-12','2025-05-22','Missing',79.7,'Low Risk',3,'Resolved','Lisa Gonzalez','(261)970-4567x04171','949.734.9282x824','2025-01-27','2025-03-17','Pass','Completed','Under Review','In Process','Electronic','VS846212','V4409'
93,'Overdue','2025-01-09','2025-02-25','Valid','2024-09-30','2025-04-25','Partial',43.4,'Medium Risk',1,'Escalated','Angela Thompson','440.805.2766','770.266.2025x894','2025-02-19','2025-02-20','Fail','Pending','Under Review','In Process','Electronic','VS328536','V8412'
94,'Up to Date','2025-01-30','2025-03-01','Due','2024-12-24','2025-05-12','Missing',89.1,'High Risk',0,'Pending','Erin Carroll','214-337-7448','669.242.6392','2025-01-20','2025-03-20','Fail','Completed','Under Review','Validated','Hybrid','VS168484','V4104'
95,'Up to Date','2024-12-13','2025-05-06','Valid','2025-02-14','2025-04-07','Missing',96.3,'High Risk',5,'Escalated','Matthew Smith MD','+1-985-566-6880','705-488-6213','2025-01-30','2025-03-09','Conditional','Pending','Planned','In Process','Hybrid','VS406659','V1791'
96,'Overdue','2025-01-18','2025-03-23','Valid','2025-01-05','2025-03-21','Missing',94.1,'Medium Risk',3,'Pending','Cynthia Diaz','5007664259','+1-496-465-0679x24471','2025-02-15','2025-03-15','Pass','Completed','Implemented','Failed','Electronic','VS318261','V4312'
97,'Up to Date','2024-12-10','2025-02-26','Expired','2024-11-24','2025-04-20','Complete',65.6,'High Risk',3,'Escalated','Pamela James','(867)794-9456','+1-207-881-6893x80391','2025-02-11','2025-03-08','Conditional','None Required','Under Review','Failed','Electronic','VS128465','V3551'
98,'Overdue','2025-01-02','2025-04-21','Expired','2025-02-04','2025-03-16','Missing',76.3,'Medium Risk',5,'Pending','Daniel Atkinson','332.941.6394','966-203-5605','2025-02-06','2025-03-05','Conditional','Completed','Planned','Failed','Manual','VS151303','V9286'
99,'Overdue','2025-01-17','2025-02-23','Expired','2025-02-09','2025-08-16','Complete',66.0,'High Risk',5,'Pending','Anthony Williams','001-734-800-8327','255-580-5638x4898','2025-02-03','2025-03-04','Fail','None Required','Planned','Validated','Manual','VS468129','V8167'
100,'Overdue','2024-12-10','2025-05-02','Due','2024-09-20','2025-03-26','Missing',27.9,'Low Risk',4,'Escalated','Kimberly Hudson','+1-442-439-1504x14770','+1-672-773-6100x229','2025-02-09','2025-02-28','Pass','Completed','Planned','In Process','Manual','VS519544','V9559'
101,'Due','2024-11-23','2025-03-24','Valid','2024-12-15','2025-05-04','Partial',39.7,'Medium Risk',1,'Resolved','Brandi Middleton','313.247.8690x10023','+1-665-410-6748','2025-02-03','2025-03-04','Fail','Completed','Implemented','In Process','Manual','VS313800','V7499'
102,'Up to Date','2024-12-15','2025-04-03','Valid','2025-01-01','2025-07-28','Missing',64.1,'Medium Risk',4,'Escalated','Frederick Hardin','233.262.5781x9435','001-840-849-1762x44557','2025-01-28','2025-03-10','Conditional','None Required','Under Review','Validated','Electronic','VS180260','V1108'
103,'Up to Date','2025-02-02','2025-04-28','Expired','2025-02-02','2025-07-05','Missing',20.9,'Low Risk',1,'Resolved','Dwayne Cannon','(240)396-0190x35680','5897235513','2025-02-04','2025-02-21','Conditional','Completed','Planned','Validated','Electronic','VS143336','V8699'
104,'Due','2024-12-03','2025-03-05','Valid','2024-09-17','2025-02-20','Complete',94.7,'High Risk',1,'Escalated','Alexander Solomon','(372)496-5602x275','+1-953-648-5766','2025-02-12','2025-02-27','Conditional','Pending','Implemented','Validated','Hybrid','VS709697','V7329'
